service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
2773359,0,0,0,0,0,0,0,20191020,20191222
12773360,0,0,0,0,0,0,0,20191028,20191230
12773370,0,0,0,0,0,0,0,20191019,20191221
2773368,0,0,0,0,0,0,0,20191025,20191227
3039902,0,0,0,0,0,0,0,20191019,20191109
13039902,0,0,0,0,0,0,0,20191020,20191110
2946538,0,0,0,0,0,0,0,20191231,20191231
2773370,0,0,0,0,0,0,0,20191018,20191220
12773359,0,0,0,0,0,0,0,20191021,20191223
12773366,0,0,0,0,0,0,0,20191027,20191229
12946538,0,0,0,0,0,0,0,20200101,20200101
12773368,0,0,0,0,0,0,0,20191026,20191228
2773360,0,0,0,0,0,0,0,20191027,20191229
2773365,0,0,0,0,0,0,0,20191116,20191221
2773366,0,0,0,0,0,0,0,20191026,20191228
12773363,0,0,0,0,0,0,0,20191022,20191231
12773364,0,0,0,0,0,0,0,20191017,20191220
2773363,0,0,0,0,0,0,0,20191021,20191230
2773364,0,0,0,0,0,0,0,20191016,20191219
12773365,0,0,0,0,0,0,0,20191117,20191222
