service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
2773279,0,0,0,0,0,0,0,20191101,20191110
12773285,0,0,0,0,0,0,0,20191022,20191227
12773286,0,0,0,0,0,0,0,20191020,20191229
12773278,0,0,0,0,0,0,0,20191021,20191230
12773279,0,0,0,0,0,0,0,20191102,20191111
12773289,0,0,0,0,0,0,0,20191019,20191221
2773291,0,0,0,0,0,0,0,20191231,20191231
2773292,0,0,0,0,0,0,0,20191025,20191227
2773281,0,0,0,0,0,0,0,20191016,20191219
2773285,0,0,0,0,0,0,0,20191021,20191226
12773292,0,0,0,0,0,0,0,20191026,20191228
2773284,0,0,0,0,0,0,0,20191230,20191230
12773284,0,0,0,0,0,0,0,20191231,20191231
2773289,0,0,0,0,0,0,0,20191018,20191220
12773291,0,0,0,0,0,0,0,20200101,20200101
2773278,0,0,0,0,0,0,0,20191020,20191229
12773281,0,0,0,0,0,0,0,20191017,20191220
2773286,0,0,0,0,0,0,0,20191019,20191228
